a,e,inc_rad
2.889638770137553001e+04,9.820298343233861971e-01,7.599171525603605204e-01
1.553711407866045192e+04,9.931767470999899317e-01,5.623677566647937720e-01
3.519190051483649313e+03,7.937991624200601004e-01,1.519747660122206856e+00
6.447822318581999752e+03,1.075073459104621820e-01,6.007098933472541091e-01
4.489362615737178203e+03,4.281300979736036849e-01,9.991112163816047442e-03
3.726984880005695231e+03,9.868204302715756215e-01,5.598270807932479443e-01
2.828762092513925381e+04,9.352957477756298488e-01,1.245995376620808059e+00
2.870127228643921626e+03,8.442636902429586643e-01,9.944184793305088643e-01
2.780704277395010195e+03,9.320709846766682682e-01,5.531578711242173263e-01
2.975683055887329829e+04,9.921047613769720108e-01,9.710169997604262138e-01
2.046755614127249282e+04,8.434425263012229612e-01,3.804451830995663753e-01
1.073126090078186644e+04,9.943788366197954254e-01,7.435723858870585401e-01
1.462683979386073042e+04,6.469336342089648806e-01,4.549584864736644918e-01
1.001900031207542634e+04,9.988561062132054191e-01,6.907614693746872980e-01
6.893479213340327078e+03,9.492152226243000257e-03,9.105755713554221087e-01
7.924510233419281576e+03,8.808831386966982091e-01,1.469163502347514916e+00
1.510913451897152117e+04,9.850628817294290185e-01,1.482647272298379892e+00
1.909332408695301274e+04,8.518482428280090835e-01,7.970795612368682947e-01
8.595551588416099548e+03,9.818834925000999858e-01,7.500925362643340311e-01
1.613619668005033964e+04,9.918517824156591889e-01,5.242739623363235069e-01
2.596882203566160388e+04,9.870837956311455663e-01,1.499740891385539898e+00
9.037740475445971242e+03,9.194514918670534387e-01,7.651248636139361681e-01
3.437842549175525619e+03,8.509420652772662352e-01,1.410273911400177660e+00
6.332422208920252160e+03,9.936537140788131994e-01,1.459538191914485639e+00
1.011667933108478974e+04,9.176413321493955833e-01,2.644497089318433303e-01
2.916773164407925833e+03,8.317397376121392627e-01,5.622375969055742884e-01
1.186312444417023653e+04,4.919480196935647198e-01,1.441098358464472984e+00
9.975440922405507081e+03,8.643194707231014462e-01,7.137794046978359619e-01
2.249015683714096303e+04,7.988067290324977199e-01,1.318994560876449507e+00
5.013280746206029107e+03,9.391305991726651703e-01,3.012631171857943491e-01
2.466209510495404902e+04,9.985741014999170995e-01,5.441563116005069256e-01
7.419627848688683116e+03,9.986082476268123287e-01,1.056700676011088413e+00
1.706273491279501832e+04,8.281352686765998117e-01,3.787403543870364042e-01
3.399700621339278314e+03,9.581922613721559623e-01,9.752829643092046918e-01
2.390937506500627205e+04,9.982515198064799700e-01,1.188817077979179154e-01
2.545278081895230935e+04,9.866763014357967654e-01,7.909280791051457316e-01
1.016534564433758351e+04,7.554633818528730949e-01,1.317103493896181865e+00
1.671422670184860908e+04,9.664215114955374553e-01,1.402983730385261918e+00
1.456385700315918984e+04,7.394488745353466896e-01,1.108506285552563142e+00
2.510715493178335964e+04,9.922943710244638282e-01,5.344207826230722158e-02
2.862476975237279930e+03,9.453769122673918446e-01,1.564903771211713979e+00
9.438885763185442556e+03,9.550138814179861546e-01,1.165823306949915317e+00
2.962199352284265115e+04,7.415191897895854201e-01,1.021358680873447167e+00
1.167172849408585535e+04,9.962296954714668917e-01,1.152649883804462760e+00
5.579223576726427382e+03,9.565051243126074798e-01,5.897175685985754923e-01
2.995425133532281689e+04,5.365502077030410710e-01,1.149787793843775274e+00
2.879898453896759747e+03,5.057015327987541831e-01,1.471299099505388286e+00
1.482171581921100005e+04,9.024125983640278736e-01,1.362374349789154282e+00
1.197141571817693693e+04,9.199596414349049400e-01,8.696212902898985408e-01
1.666313891255184717e+04,9.569726686966374407e-01,8.558011021176451516e-01
5.562075597694053613e+03,8.965481684328614476e-01,9.961487580649075468e-01
7.906218043802459761e+03,9.319158462324437231e-01,1.379446785273358955e+00
2.690829243747892906e+04,5.509851728265364734e-01,1.547875535577887263e+00
4.108790249909950944e+03,8.620286377497061725e-01,7.034856616178739586e-01
4.245317040069704490e+03,9.526435268951001234e-01,1.070082008562844855e+00
1.452577625793460356e+04,8.509013043156454792e-02,4.082974915320108228e-02
9.304473771712398957e+03,3.308391821069615046e-01,1.101622030804729979e+00
9.862536033534412127e+03,9.974697013208694285e-01,9.553301791925080666e-01
1.330327084073554579e+04,9.571021465515441307e-01,7.926149363073465848e-01
5.176599983606521164e+03,9.546166249175405127e-01,1.217047379049088329e+00
8.154313272533961936e+03,3.527344814597389577e-01,1.089242394527186464e-01
4.634848594708872952e+03,5.758437789331597445e-01,3.861166130799063567e-01
2.077656003151831101e+04,1.293739561710127717e-01,6.918708298625732001e-01
1.512752565129632967e+04,9.965006979211524785e-01,1.320652057496138232e+00
6.321722944346751319e+03,9.900252443524791834e-01,1.416730748191213696e+00
2.706122002487186910e+04,9.964674009524426834e-01,1.139012892982428138e+00
3.743913499004060213e+03,8.386474339245439946e-01,1.487010244715889939e+00
2.827429901515966412e+04,9.976076145158773167e-01,5.657913733086930019e-01
3.106500643501821287e+03,9.589503134939119100e-01,1.201384126486989556e+00
5.851172833092212386e+03,9.186813788155889782e-01,7.462017123615292125e-01
2.551919606010362713e+03,8.796427247203594257e-01,4.643072739006425254e-01
2.162746975061731791e+04,9.908411982310376676e-01,1.235279731473083897e+00
1.013517030418761169e+04,6.524672889731335523e-01,5.814607419168740243e-01
1.085475222900172048e+04,8.948038275961638366e-01,1.025270806527551759e+00
4.534358669212700079e+03,9.932861699258938026e-01,1.401765098433308987e+00
3.340574703662645788e+03,5.101609107215481220e-01,3.736631981989527174e-01
3.081096319939852492e+03,9.901996679066863427e-01,2.692132519957925463e-01
1.294869705845962380e+04,2.063560063813540957e-01,7.113416143148724169e-01
2.773231049143423661e+04,5.241042900015346895e-01,4.859124799256671623e-01
2.328626872760943297e+04,7.708677831907674305e-01,1.292543565455250565e-01
9.708650684666008601e+03,9.962643338690649886e-01,6.137213468267602723e-01
1.384439807979497891e+04,9.865564749035585779e-01,5.748982289283869340e-01
6.684533432628805713e+03,9.926341852739806182e-01,2.520338037445349899e-01
1.583539507094360488e+04,6.447873115701958646e-01,1.212854139179949664e+00
1.806755548649836783e+04,4.982358090730029110e-01,3.433110559829523623e-01
7.526350227297019046e+03,8.503678089676629526e-01,1.202769135108497256e+00
2.409241592883067642e+04,9.450369540386505118e-01,1.494314050321889908e+00
2.904195424271283628e+04,9.933717296465485180e-01,1.097540056543243159e+00
7.084402458589825073e+03,9.953250223762336590e-01,1.322253630172341099e+00
2.230910694184321619e+04,8.586962793629381308e-01,1.438206911572885272e+00
2.083152587821516863e+04,9.980798302587370330e-01,1.228072187209460431e+00
2.055620552347404373e+04,9.988490381918742056e-01,8.626505000502224796e-01
3.009412421936936153e+04,9.976963231772892904e-01,1.318132140291245202e-01
6.206308042229057719e+03,3.842548014217347374e-01,1.160018104554387808e+00
4.693525220649383300e+03,8.244758244552747861e-01,8.326908857966057731e-01
1.506705377863542890e+04,8.940806613566563144e-01,7.205710611365022666e-01
1.180955228099548913e+04,9.814125292701408876e-01,5.381138407367673793e-01
3.154467302403389840e+04,2.559273771933119335e-01,1.264025718081806859e+00
3.259979856689317603e+04,9.730258985603128519e-01,2.531856030265142721e-01
7.060012801600105377e+03,9.985240232646565017e-01,6.314130332132659174e-01
2.706295037335873076e+03,5.451764462340915607e-01,1.230312769506978876e+00
5.710046096818871774e+03,9.459360433793000400e-01,2.349641960798020679e-01
1.346174883311487065e+04,9.803590606176862954e-01,9.222802178903527492e-02
1.185094807793698237e+04,6.515510211882939995e-01,7.197218926706215880e-01
2.800708722753904567e+03,8.981155651235284143e-01,1.161416245824239191e+00
4.038143709884123382e+03,8.405614476746872121e-01,3.917327304415661460e-01
7.445840097749862252e+03,9.586026171017337782e-01,4.412256100323587726e-01
3.475465907967722160e+03,5.962053080970726171e-01,1.464374902273825052e+00
7.840904570656361102e+03,2.787765359979710311e-02,9.598924131907553281e-02
1.922738677947905671e+04,5.340995814581851464e-01,2.080104464768183781e-01
2.252274018499281738e+04,7.858972625588019900e-01,1.014551382352615105e+00
1.458321549070633773e+04,8.894900835930064087e-01,1.349758725548670490e+00
6.163713898546708151e+03,9.805256397310718741e-01,7.186539029900267384e-01
3.749678479111225442e+03,9.913476744155107490e-01,1.888801486270048624e-01
4.826689160611002990e+03,9.956867646495083379e-01,7.706465404648568662e-02
1.045111186130482747e+04,9.974978729383953135e-01,5.072082264802357798e-01
1.406376148364221081e+04,6.769829504871752723e-01,1.568325449175053787e+00
9.510991657022705112e+03,9.968631032430040895e-01,1.307907018827348944e+00
9.632009886024496154e+03,9.927955175547957811e-01,4.046917406653881555e-01
2.979180388477171618e+03,8.693445986289612959e-01,1.135916368563577361e+00
4.965585465291855144e+03,8.882629147336101871e-01,5.461207797561341559e-01
1.067091222299167930e+04,8.220044688816391387e-01,7.867291122909823020e-01
1.771203926206681717e+04,3.390095858540775886e-01,1.381524722271213701e+00
1.526988956972319284e+04,6.192358587122082092e-01,3.872265565483691829e-01
1.562392534412536406e+04,9.957473003819736768e-01,4.487821958161333225e-01
6.090764761303297746e+03,9.870069323570754838e-01,2.343211070374014160e-02
1.953994426748461410e+04,9.708255714419288251e-01,8.607065479381990070e-01
7.311045284332381925e+03,8.140017990271936066e-01,7.096815040896835292e-02
2.258797372415416248e+04,7.217101341800324921e-01,1.131110089616792491e+00
1.688154241432739218e+04,9.955844653072944972e-01,2.162389909645390518e-01
5.686384417731797839e+03,1.229767471455515127e-01,1.254626399711942897e+00
1.077690580725202017e+04,9.964497424400411418e-01,6.747426397211317983e-01
2.836543353873414890e+04,9.769306054947154427e-01,4.999099838920288419e-01
1.624995572512647414e+04,9.986398935789673192e-01,1.357444823790933564e+00
3.262332982468275532e+03,9.333809548915468213e-01,6.459143077062212690e-01
9.918659494728943173e+03,9.965535396434214155e-01,8.481088876007891741e-01
7.184334986850290989e+03,7.919235783438732801e-01,3.940166432929706475e-01
1.295160978871042789e+04,9.781253927366961864e-01,9.241514743741487958e-01
2.882117299403588186e+04,4.145688847184737513e-01,7.872451527614076072e-01
2.588606994437868707e+03,9.938400475343356355e-01,6.975244490819454413e-01
1.109726233445210528e+04,9.960492007827118632e-01,1.345502133350029883e+00
3.605599097294722469e+03,8.854238003582609595e-01,1.451744057425452983e+00
3.092932409581993124e+04,9.979852268581312913e-01,6.408282618879442838e-01
9.833797156088818156e+03,9.972069988366744075e-01,6.422511178491970840e-01
2.097333385622095375e+04,9.970519283505844266e-01,1.493457413291214619e+00
8.488822028685701298e+03,9.545158992354199068e-01,7.715736123578469385e-01
8.462226050876401132e+03,8.634099450043344337e-01,6.706802649059278032e-01
1.063292394293496727e+04,7.741447571357467083e-01,1.000304072485464379e+00
1.157856843061685140e+04,9.537203005313642512e-01,2.991978836043571732e-01
5.349096669191107139e+03,9.826051138281186592e-01,8.920592674891599794e-01
5.738683125255431150e+03,6.866155695964392125e-01,1.453786066642523078e+00
3.565912887427889018e+03,9.970931322457604606e-01,1.153847571822533835e+00
7.513660070890599854e+03,9.241503513720780161e-01,1.558341020270941568e+00
1.960872923215242918e+04,9.547268575563045978e-01,2.266614073513204264e-01
2.609641642076076096e+04,7.185730977458759661e-01,7.500211070807373259e-01
2.031768240338284522e+04,9.692668206994998759e-01,1.420559455373444913e-01
2.892983115633632224e+03,9.822099724149603306e-01,1.341503351489969464e+00
3.390991968101654038e+03,8.923425898888754926e-01,1.563885839420628088e+00
2.221893787308766332e+04,9.983753628899372234e-01,6.092899075593857239e-01
1.233131351067896867e+04,8.435990821819844276e-01,1.532200066697100738e+00
2.608743480310124141e+03,9.846634716982346491e-01,2.334566727879299197e-01
5.864977852063643695e+03,9.973050741063269609e-01,1.377993073763248866e+00
1.466144649577640121e+04,8.974408306255896584e-01,6.268486346679060794e-01
2.496200326024699461e+04,9.717355448960516284e-01,2.031878760392923089e-01
1.600589253103818010e+04,9.785423686805811982e-01,7.223141606450235175e-01
2.623136758059462863e+03,7.716904911905496656e-01,1.432209990713598557e+00
2.567539132922272984e+04,7.978240543385917150e-01,8.828107168773807745e-01
5.283199415365514142e+03,9.967551861906530641e-01,9.692258028061250252e-01
1.035721179160135034e+04,5.973428684658349530e-01,5.310982356286456096e-02
3.093441339261977191e+04,9.831881566148208407e-01,1.441676224827225683e+00
2.051107781023031930e+04,9.181645422938020662e-01,2.477373352152343056e-01
1.204766032635644115e+04,9.961792576618763162e-01,5.495447709004952497e-01
3.502364003210679130e+03,9.932330286958922505e-01,1.081341293762349665e+00
8.645326670671547618e+03,4.451413448131139594e-01,7.458373743434312808e-02
9.546964793094160996e+03,9.970167237338223298e-01,6.448965097412715508e-01
1.055546860645598645e+04,9.202392845475370065e-01,9.097728631913156727e-01
7.115996689255538513e+03,9.929782468671719542e-01,9.378317652913640279e-01
1.387716438064592694e+04,9.963112627316246250e-01,1.253855287928627327e+00
2.091410695837804087e+04,6.726189047302635338e-01,1.082893854136743439e+00
1.199247686323601192e+04,9.441442589991376755e-01,1.099884545370995337e+00
3.258224889284246274e+03,8.229044295680703058e-01,5.388501073734243939e-03
1.269292419418437930e+04,9.782797356511692133e-01,7.385429461427288622e-01
2.592267602892462037e+03,9.915995184479768909e-01,4.016231566175664236e-01
1.639781365576505414e+04,9.953728356900010121e-01,7.591677556191339660e-01
1.633607602529852011e+04,9.956614349990503543e-01,2.165912203633826860e-02
2.737360196624442324e+04,9.448357532702114092e-01,5.018952938642843309e-01
4.849689947961870530e+03,9.975741413545665681e-01,7.825613832381181911e-01
5.035361344268863832e+03,9.906097468845023180e-01,5.873083368636656809e-01
8.249589868474567993e+03,3.828629101969382997e-01,1.309151541620559578e-01
1.178978126542639438e+04,9.954915920874041202e-01,9.821595723261909994e-01
2.356743292828955964e+04,9.695970216898616156e-01,9.395912345641805885e-01
1.850084755410465004e+04,1.559850670377217474e-01,7.758127270874486392e-01
3.157788701605753886e+04,9.777737487161936025e-01,1.425637862190674676e+00
1.689897291734450846e+04,6.903347281309684114e-01,4.179030587372394856e-01
7.721223010310569407e+03,9.903880172773459334e-01,4.318958997237010711e-01
1.098377767769742968e+04,8.413923669321892174e-01,6.212353011569907713e-01
1.042961857556927316e+04,9.946267046939966106e-01,5.302636524577392096e-01
6.330161981704859500e+03,7.852349621423393433e-01,4.120276643964179697e-01
1.523733066612263428e+04,2.446316429818384819e-02,4.133615756280652476e-01
6.583069582781518875e+03,5.860811662779529252e-01,1.311811391224266821e+00
8.602943926083284168e+03,9.576058856655166318e-01,1.627911786995037968e-01
3.213773063829910825e+03,5.275261573025855633e-01,1.395997188889907648e+00
1.989393764175558317e+04,9.496821867959922558e-01,1.127028800199060488e+00
1.792193676012789365e+04,7.283615242288506986e-01,1.358330830302252989e+00
2.177199593960543280e+04,3.941961441474715055e-01,5.678677048114686432e-01
7.527472039528297501e+03,8.608663824957891730e-01,8.366987274890001769e-02
6.987570378291620727e+03,5.396619776967281901e-01,1.353564125429155718e+00
2.681417028250959447e+03,9.727234157187857333e-01,1.455151281064567037e+00
1.126386842008866006e+04,9.471470290036075879e-01,1.245337569843011805e+00
8.457487296045484982e+03,8.062372092782621458e-01,3.837301945486966126e-01
2.414648030406636462e+04,1.592092199037720146e-01,7.707812461226405398e-01
6.926783693061061967e+03,9.149852970832812460e-01,3.187536595645981130e-01
2.266398104116179820e+04,9.945211527600446022e-01,1.040030533328896611e+00
7.830762184537600660e+03,9.415947023290898166e-01,1.521756424426861987e+00
3.679339083057268908e+03,4.606473019681466274e-01,1.317865367259223541e+00
1.926282289456902072e+04,9.278154048928123343e-01,9.450012819285529275e-01
1.112673963951428050e+04,9.838359840613658536e-01,1.222358369584680693e+00
3.253934954743575145e+04,1.427512450440208136e-01,1.106676266013422394e+00
3.062757808812187250e+03,9.062028859487674115e-01,1.505512395544720716e+00
3.171930912056812303e+04,9.859899053318514905e-01,1.117572626859316909e+00
5.396312677982975401e+03,6.167711092409891016e-01,1.437047602693456660e+00
8.064009272700182919e+03,2.430304890483530045e-01,4.401864025545459413e-01
4.888069030608861794e+03,9.780223362185835878e-01,2.208104000883723550e-01
9.748663455787767816e+03,9.437658089409353135e-01,4.681187360190620650e-01
2.150077517150552740e+04,1.276859937855527871e-01,7.639879394656478029e-01
2.193880876494718905e+04,9.263637813923736308e-01,6.277790745640863257e-01
8.228437666014908245e+03,9.927770630658615536e-01,5.178481094681206542e-01
1.259155542903137029e+04,9.980751417109672285e-01,1.436408505188398133e+00
3.683384565922855927e+03,9.804377996803652628e-01,6.355816831367080422e-01
6.034145035996756633e+03,9.338577066016868766e-01,1.104724836574073887e-02
1.268429503927002588e+04,9.944390439001549176e-01,9.727524436365121430e-01
8.915339384247852649e+03,9.292151956824383774e-01,6.384074478859929069e-01
2.688662633401195762e+03,9.856921517332073446e-01,5.340760744437280660e-01
3.438538214529588004e+03,9.889340512401207928e-01,9.720239158944856683e-01
3.984561273014624476e+03,9.699104714072795952e-01,3.450107308450997556e-01
3.179496474441768441e+04,9.146581445924975018e-01,1.263553667240062239e+00
3.603539455004092360e+03,9.933168122309772308e-01,3.164819477372241563e-01
3.152512382242621698e+03,9.476521622873438355e-01,6.523583825683947346e-01
1.984830372934354818e+04,8.983847190495277690e-01,8.659627312487030437e-01
1.276215449132810681e+04,9.980250775902161919e-01,1.068547772986155220e+00
1.546989679396871179e+04,3.687303699439931082e-01,1.024608049515511432e+00
4.113490183876951050e+03,9.930205535086068513e-01,9.127669583622842753e-01
2.954827891517609169e+04,9.981574507686667985e-01,4.770373336071868087e-01
3.114885551202522765e+04,6.043918595596735610e-01,1.468475324122866521e+00
1.280894811983952241e+04,9.988925290809694824e-01,1.037028400986274912e+00
7.544663444060892289e+03,6.422840202433968138e-01,7.417469908882522445e-01
2.564105791062975186e+04,9.806103391303342409e-01,1.076640347978859769e+00
3.188301987660239320e+03,6.954281488301479186e-01,1.170102174202202194e+00
2.115888889742125320e+04,9.797939632096654972e-01,5.136884485664228173e-01
3.879984898080387666e+03,9.928909164570951518e-01,5.189524964121126072e-01
1.237113894754854664e+04,9.861226849538807793e-01,1.359418875025386830e+00
9.063435911154718269e+03,9.777589158478652287e-01,4.345410224204793170e-01
5.788144715934143278e+03,9.934120894032212323e-01,5.758503623074847644e-01
1.823181704130572325e+04,9.473420337232938415e-01,7.527457602258540437e-01
9.078850547274738346e+03,4.858993656902774738e-01,5.991746387406799990e-01
2.034997354092621390e+04,4.330281275073063485e-01,1.548508365126460840e+00
7.279478860697256096e+03,7.641914814060863925e-01,1.390695683787737780e+00
2.895424997411062577e+03,5.883719544148369174e-02,5.271840241391461124e-01
2.445168482240914091e+04,9.719968426040183074e-01,2.128536291640731881e-01
5.144224251170241587e+03,9.949045197435963939e-01,4.436178552686954601e-01
9.876186996749926038e+03,9.881184185781013429e-01,1.119718461720284219e+00
3.380730293309216449e+03,9.908499209683268028e-01,8.199258172104254561e-01
3.367874444638355271e+03,5.187954379777586222e-01,8.400227040989992622e-01
2.696059644088537971e+04,9.883170463978905307e-01,9.038768326521826602e-01
4.660707112791425061e+03,9.532341083968635109e-01,5.477658786068747565e-01
2.016358943972553243e+04,9.924915251411239314e-01,6.132705214792910642e-01
1.032834899269501693e+04,9.944173044197707201e-01,7.774823421182081029e-01
8.411624163858343309e+03,9.817437548747551812e-01,1.237572612794821891e+00
1.433354807593715486e+04,6.596022323777341878e-01,6.264327909978745224e-01
7.984879849640218708e+03,9.972310157240370510e-01,3.000784607921181402e-01
1.132271459721944666e+04,9.491619999212472791e-01,9.734862366533356681e-01
3.128017186886991840e+04,9.557541396924066346e-01,1.102827532669469868e+00
1.748809430835954117e+04,8.368660038640479693e-01,8.033299742127427701e-01
2.602844169746050466e+04,7.685569705789576656e-01,3.171558628024899185e-01
3.048474913973581806e+03,9.960932097340188252e-01,9.421763075598090786e-01
2.419485335801704059e+04,1.792313252377847332e-01,7.007489891413772876e-01
9.317369885594174775e+03,9.750245757673716707e-01,1.042668838699827294e-01
3.584530995792215435e+03,9.585525111381105745e-01,5.045748789791781874e-01
3.631962172860905412e+03,9.406788752576522583e-01,1.079816793459624336e+00
4.800157055558825959e+03,9.954743069918673415e-01,1.096433815053205585e+00
3.193831403035628227e+03,9.020091837385615374e-01,2.512869344147412587e-01
1.129379049758663677e+04,9.047112375224605207e-01,8.228009265720579446e-01
3.183631337850948330e+04,9.985776987640814228e-01,7.396470592541254385e-01
6.040256923378227839e+03,9.455701027791669766e-01,7.896382922370130952e-01
1.054331143639956099e+04,8.632223055540458878e-01,7.347893944262233745e-01
2.575157041939042392e+04,3.298892397761554740e-02,3.506702747474693127e-01
1.006719634452764330e+04,9.642934202364537022e-01,1.090901641832322078e+00
1.377545390062625665e+04,9.975644578973861254e-01,1.132251287916410387e+00
1.732001501920743613e+04,9.590911867832365711e-01,1.414977344631868084e+00
7.173537770686518343e+03,9.920243210730816941e-01,1.032175008364180524e+00
1.662326329729592180e+04,9.978071054127373163e-01,1.073379720945870641e+00
3.138381756082210359e+03,9.953565313287265903e-01,9.873035001366649022e-01
1.394775346203180197e+04,8.763859655919804537e-01,4.693404101063292089e-01
8.476790559763658166e+03,9.800138730027021516e-01,1.516100409432759921e+00
2.823926920327955668e+04,9.980649871973208409e-01,3.293840058161295881e-01
2.239519004597757157e+04,9.919273321679455968e-01,1.385090843468362642e+00
2.984181793789706353e+04,8.030753186495782625e-01,2.157891667134766989e-01
2.506563570056605022e+04,8.068499344651015592e-01,1.218102719520498312e+00
4.092202332680612926e+03,9.962841740917435240e-01,1.055357856747116019e+00
4.231830227135957102e+03,4.912964773100605420e-01,1.204477166735830718e+00
5.749838959763565072e+03,8.898094002145791048e-01,8.704514886495641202e-01
3.547138534006768623e+03,9.840710578191513846e-01,8.296319048746394476e-01
5.081392106417069044e+03,7.403907433276080141e-01,9.347228243250504942e-02
1.191583196875257636e+04,9.756778375096891720e-01,1.077871013341070050e+00
3.198504854639208497e+04,9.028338942746884088e-01,7.151568948266798786e-01
1.019778042353458477e+04,9.482083640422351856e-01,7.269049687181330377e-01
1.243853824406401327e+04,9.495520563824576543e-01,7.784770582151769869e-01
1.356442732979482753e+04,9.871694308313736510e-01,1.347198412564732106e-01
8.277733034103697719e+03,7.418034026752269305e-01,7.796084341953705144e-01
3.431608183792366617e+03,9.400197763482461832e-01,2.922205292048187797e-01
2.299334137530229054e+04,9.632310170759450507e-01,2.786317678297834388e-01
1.144226315972829434e+04,8.360610664035614814e-01,6.143124052785359224e-01
6.653101021020572261e+03,8.969579988275995230e-01,1.389627204820537365e+00
5.518420696480428887e+03,6.970689607942961441e-01,9.836000341839115091e-01
7.729583030541081826e+03,9.765445102332436234e-01,5.298075075573847048e-01
1.846411851830082014e+04,9.273652098021076817e-01,2.683481526276104145e-01
3.118345337886142715e+03,9.654752185116181051e-01,1.358164355036216020e-01
5.108341823841119549e+03,9.864055462808695163e-01,1.399030846108717085e+00
1.152732402365086637e+04,9.985476086284473807e-01,7.947387935030146844e-01
1.337447618160832826e+04,6.311264026058146515e-01,1.156881440498420677e+00
2.637950201848962024e+04,9.776671724868973845e-01,7.082907930091570936e-01
8.167295379339699139e+03,7.638740390046470097e-01,1.871765197069647502e-01
8.966406854172346357e+03,9.786978856568400165e-01,6.795361079175836760e-01
1.643026970038834042e+04,9.961567881336954589e-01,1.211210350442956551e+00
3.418989019003342037e+03,4.565161639689357953e-01,1.138091080538204070e+00
1.081666698679801448e+04,9.757906088919678922e-01,6.020143458900897304e-01
7.406994601970326585e+03,9.953106579530918152e-01,1.255913945372603813e+00
1.880440339825608680e+04,4.892003819158851075e-01,1.537809536998154536e-01
2.743760622675791183e+03,9.038295831961640214e-02,1.002246899022058546e+00
6.457874553929108515e+03,2.488555095835702780e-01,2.524635383361136798e-01
1.681038251213359035e+04,9.706352359276797515e-01,3.644569906923648128e-01
2.081158932419909979e+04,9.813130314755649231e-01,1.780249313006497802e-01
1.982700871730377548e+04,2.347315242788616807e-01,6.053188782953052849e-01
7.333930602898419238e+03,7.964159396365768639e-01,1.476866977243473267e+00
1.885954983236633780e+04,9.960148352348298095e-01,6.194637669570532967e-01
2.566380161756630514e+03,9.960616163513863475e-01,1.080311987921781069e+00
1.022209747042422532e+04,9.446528678315196936e-01,1.529284079781680461e+00
5.333182960362215454e+03,9.963729998734125459e-01,4.615402536200935435e-01
1.224053579474541402e+04,1.236378703857676786e-02,1.553797709400003946e+00
7.202734922073060261e+03,7.096803106669322680e-01,3.114515995770372053e-02
9.475602432517511261e+03,9.930987988956030410e-01,1.165243328052250504e+00
9.702739877167410668e+03,9.073763428511130158e-01,1.330554334352712920e-01
3.641716466746961487e+03,9.909271293824618576e-01,1.392970363910627674e+00
3.369063832597007149e+03,9.552362177727705683e-01,2.446570909956693463e-01
1.536701340846519088e+04,3.911175769764748678e-01,5.936097574097587426e-01
1.966630704962908203e+04,9.880458476146020130e-01,9.405559051427037076e-01
2.350529946921668670e+04,9.981644836094979434e-01,1.328339796463604117e+00
3.577778329806161310e+03,8.705433102887183416e-01,4.537232271808400164e-01
9.076486397760640102e+03,9.961843342926247624e-01,8.158477710258813520e-01
8.093771922644188635e+03,9.955716166507904141e-01,2.561801337469808426e-01
5.799868826769320549e+03,9.958828078153049157e-01,1.410677422832508521e+00
2.684040955224257050e+04,9.966902714030155819e-01,2.584180144816844438e-01
4.772948438140118924e+03,6.742673905101449483e-01,6.654063958026326109e-01
3.675015865285352447e+03,8.874358748144126618e-01,3.423777619932341088e-01
2.459724559430073350e+04,9.989404513397522889e-01,1.267811756523947508e+00
9.909895711363304144e+03,9.304950567679397544e-01,5.006705173665343400e-01
1.861538525779065094e+04,9.979670888892124836e-01,1.120998363349765548e+00
3.162185874847032392e+04,9.753609760922575811e-01,8.178324469361487881e-02
4.977235690738581070e+03,7.985490525846801191e-01,8.112473009102565413e-01
1.773079004010274002e+04,4.108569706653357745e-01,7.602821406518239788e-01
7.188134060684786164e+03,9.965770596684037086e-01,2.815874574539184438e-01
4.384094053466718833e+03,9.923612244933414095e-01,5.249749899539337683e-01
1.740137860849043864e+04,9.942400695392057397e-01,1.259122713876330790e+00
1.532539991068662312e+04,7.213834045462657052e-01,1.538618661319084424e+00
1.260786567726227440e+04,4.579516624748002362e-01,1.019112751126688199e+00
3.628005048677536706e+03,9.326931758268863781e-01,1.214779851218758866e+00
2.819771013661059987e+04,9.860149026454154697e-01,4.275612398255645985e-01
2.464438701219998620e+04,9.986181658156841889e-01,1.295619929329909770e+00
2.988747306892756387e+04,9.971221678621478013e-01,3.696332392475498163e-01
8.807665259959752802e+03,9.829831109564883818e-01,4.382310608809020236e-01
4.904989907625397791e+03,9.484483460654556941e-01,5.194267388815263509e-01
7.022154078379113344e+03,8.962065036812680852e-01,6.850901722537254823e-01
2.829537267463547323e+03,8.839805728004788143e-01,4.527765026561884065e-01
3.100267504353619188e+03,9.948670812463878965e-01,4.255316881277135255e-01
1.094535581928065767e+04,4.816192556627174604e-01,1.351634913397008475e+00
4.841719234738746309e+03,8.250720980757697554e-02,1.142839487732320691e+00
7.148041892059088241e+03,9.965116334144163979e-01,3.632890341766759623e-01
3.208485497322908122e+04,9.962849192585049307e-01,4.443025378476288950e-02
9.194355958485142764e+03,9.322227400791038843e-01,8.162854785418602876e-01
2.405068083387433217e+04,9.973857662862141149e-01,4.470175510540245756e-01
5.023999057432971313e+03,9.779792302856397113e-01,5.671138746610017156e-01
1.437375781020980867e+04,9.939984298360614590e-01,1.066621252903541706e+00
1.154996192719437931e+04,4.228094347917245033e-01,4.752232742147143862e-01
1.940439258210473781e+04,9.938907569411061793e-01,1.539511416706055014e-01
9.328694379708815177e+03,9.937172024745726251e-01,2.872569701456981206e-01
5.468637897698670713e+03,9.456470624213432208e-01,7.051881365160388437e-01
4.387699968585882743e+03,9.967036174168533158e-01,1.074634561619223216e+00
1.756954968515154906e+04,9.976527657336430321e-01,4.935672451253702575e-01
